id;estado_id;cidade_id;bairro_id;rua_id
84607151;41;4128203;77;81
91550671;43;4314902;78;82
58030226;25;2507507;79;83
96505220;43;4303004;80;84
82115250;41;4106902;81;85
51240530;26;2611606;82;86
35044060;31;3127701;83;87
26171120;33;3300456;84;88
84603260;41;4128203;85;89
74440970;52;5208707;86;90
72504559;53;5300108;87;91
27964041;33;3302403;88;92
26510970;33;3303203;20;93
65037003;21;2111300;89;94
23812290;33;3302007;90;95
26110246;33;3300456;91;96
26550010;33;3302858;92;97
67030235;15;1500800;20;98
95032730;43;4305108;60;99
58700580;25;2510808;20;100
24800097;33;3301900;20;101
66620010;15;2700805;93;102
79103020;50;5002704;94;103
33045720;31;3157807;95;104
75261480;52;5220454;96;105
61627050;23;2303709;97;106
63700977;23;2304103;20;107
59160705;24;2610400;98;108
88505258;42;4209300;99;109
49000704;28;2800308;42;110
89812224;42;4204202;87;111
24461560;33;3304904;69;112
53560201;26;2600054;100;113
74486145;52;5208707;101;114
83709828;41;4101804;102;115
34700190;31;3156700;103;116
35055276;31;3127701;104;45
66117398;15;2700805;105;117
86079490;41;4113700;106;118
74767012;52;5208707;107;119
26215300;33;3303500;108;120
76829294;11;1100205;109;121
25750530;33;3303906;110;122
79045243;50;5002704;111;123
45992144;29;2931350;112;124
75095460;52;5201108;113;125
35042270;31;3127701;114;126
86073345;41;4113700;115;127
53421211;26;2610707;116;128
59156232;24;2610400;117;129
30750430;31;3106200;118;130
50740097;26;2611606;119;131
40720004;29;2927408;120;132
24342680;33;3303302;121;133
28027510;33;3301009;20;134
79046130;50;5002704;122;135
54525580;26;2602902;123;136
53080340;26;2609600;124;137
40150510;29;2927408;125;138
71575310;53;5300108;126;139
71255645;53;5300108;127;140
66645180;15;2700805;128;141
79017130;50;5002704;129;142
20771215;33;3304557;130;143
96065036;43;4314407;131;144
68507442;15;1504208;132;145
42805350;29;2905701;133;146
25963375;33;3305802;134;147
63506050;23;4110052;135;148
26285170;33;3303500;136;149
26550810;33;3302858;92;150
35182327;31;3168705;137;151
69060701;13;1302603;138;152
70747040;53;5300108;139;153
27347280;33;3300407;140;154
44090001;29;2910800;141;155
40353500;29;2927408;142;156
75516240;52;5211503;143;157
40280970;29;2927408;144;158
74884659;52;5208707;145;159
83203380;41;4118204;146;160
36774134;31;3115300;147;161
60341020;23;2304400;148;162
98780720;43;4317202;20;163
75536030;52;5211503;149;164
60351670;23;2304400;150;165
41298685;29;2927408;151;166
87020440;41;4115200;152;167
38425362;31;3170206;153;168
86070330;41;4113700;154;169
54518285;26;2602902;155;170
26185480;33;3300456;156;171
30380790;31;3106200;157;172
52081512;26;2611606;158;173
89057155;42;4202404;159;174
84045050;41;4119905;160;175
47814552;29;2903201;161;176
78705291;51;5107602;162;177
45037620;29;2933307;163;178
21072020;33;3304557;164;179
75084300;52;5201108;165;180
65304242;21;4123600;166;181
74075330;52;5208707;167;182
72881110;52;5205497;20;183
26163530;33;3300456;168;184
69103272;13;1301902;169;185
98805732;43;4317509;170;186
29070010;32;3205309;171;187
64067290;22;2211001;172;188
41612425;29;2927408;173;189
71884454;53;5300108;174;190
26061025;33;3303500;175;191
25926864;33;3302502;176;192
81030220;41;4106902;177;193
59088070;24;2408102;178;194
44096000;29;2910800;179;195
40713430;29;2927408;180;196
30530660;31;3106200;181;197
25900112;33;3302502;20;198
32656516;31;3106705;182;199
32600066;31;3106705;20;70
29060660;32;3205309;183;200
29182028;32;3205002;184;201
50680321;26;2611606;185;202
40391368;29;2927408;186;203
52120220;26;2611606;187;204
74354837;52;5208707;188;205
77006406;17;4117602;189;206
27258483;33;3306305;190;207
97547578;43;4300406;191;208
66020460;15;2700805;192;209
82710250;41;4106902;193;210
40335420;29;2927408;194;211
30668325;31;3106200;195;212
96081205;43;4314407;196;213
69060800;13;1302603;138;214
22793430;33;3304557;75;215
36045280;31;3136702;197;216
88505226;42;4209300;99;217
29932580;32;3204906;198;218
79311718;50;5003207;135;219
72545407;53;5300108;87;220
25903028;33;3302502;199;221
58027637;25;2507507;38;222
41200690;29;2927408;200;223
72812095;52;5212501;201;224
76901390;11;1100122;202;225
58301575;25;2513703;203;226
49075123;28;2800308;204;227
41385880;29;2927408;34;228
55038571;26;2604106;205;229
26082365;33;3303500;206;230
49044277;28;2800308;87;231
72755319;53;5300108;207;232
24737796;33;3304904;208;233
91330480;43;4314902;209;234
54353280;26;2607901;210;235
83411270;41;4105805;211;236
78132836;51;5108402;212;237
32606118;31;3106705;213;238
62880084;23;2305233;20;239
76870103;11;1100023;214;240
87047076;41;4115200;215;241
88048434;42;4205407;216;242
26440615;33;3302270;217;243
67118410;15;1500800;29;244
41905045;29;2927408;218;245
29940616;32;3204906;219;246
89086500;42;4207502;220;247
31010202;31;3106200;221;248
54350652;26;2607901;222;249
72610513;53;5300108;223;250
69400755;13;1302504;22;251
89012422;42;4202404;20;252
74885100;52;5208707;224;253
63115160;23;2304202;225;254
24140180;33;3303302;226;255
93610460;43;4307609;227;256
60835274;23;2304400;228;257
64090380;22;2211001;229;258
85807146;41;4104808;230;259
24809128;33;3301900;9;260
88047760;42;4205407;231;261
95050480;43;4305108;232;262
41307300;29;2927408;233;263
96505780;43;4303004;234;264
91710080;43;4314902;235;265
58015710;25;2507507;236;266
81210100;41;4106902;237;267
76963549;11;1100049;67;268
27430160;33;3304128;238;269
86042370;41;4113700;239;270
72238256;53;5300108;240;271
66610270;15;2700805;241;272
29938324;32;3204906;242;273
96202170;43;4315602;243;274
21941598;33;3304557;244;275
57312530;27;2700300;213;276
85870746;41;4108304;245;277
53170390;26;2609600;246;278
64052765;22;2211001;247;279
85870010;41;4108304;248;280
31535170;31;3106200;249;281
50790220;26;2611606;250;282
24440525;33;3304904;251;283
75132045;52;5201108;252;284
79118734;50;5002704;253;285
97502463;43;4322400;254;286
88085015;42;4205407;255;287
95055265;43;4305108;256;288
73813060;52;5208004;257;289
60834315;23;2304400;258;290
76820529;11;1100205;259;291
41311296;29;2927408;260;292
63043160;23;2307304;261;293
49503510;28;2802908;262;294
75133470;52;5201108;152;295
35300202;31;3113404;263;296
41152125;29;2927408;264;297
97070200;43;4316907;265;298
75535190;52;5211503;266;299
41510156;29;2927408;169;300
95178198;43;4307906;135;301
36773590;31;3115300;267;302
44091480;29;2910800;141;303
97545821;43;4300406;268;304
66060261;15;2700805;269;305
72800460;52;5212501;20;306
25675017;33;3303906;270;307
21730360;33;3304557;271;308
21046540;33;3304557;272;309
42722880;29;2919207;273;310
80220060;41;4106902;274;311
53270110;26;2609600;275;312
98781520;43;4317202;276;313
26410120;33;3302270;277;314
62620970;23;2306108;20;315
41192230;29;2927408;278;316
71070062;53;5300108;279;317
54350642;26;2607901;222;318
36070065;31;3136702;280;319
23092760;33;3304557;281;320
31842240;31;3106200;282;321
62887595;23;2305233;283;322
85020470;41;4109401;284;323
67125323;15;1500800;285;324
69400334;13;1302504;20;325
54515730;26;2602902;286;326
96075174;43;4314407;287;327
26275255;33;3303500;288;328
81050240;41;4106902;289;329
55040370;26;2604106;290;330
44091452;29;2910800;141;331
31575090;31;3106200;291;332
55036000;26;2604106;68;333
54777815;26;2603454;292;334
65095670;21;2111300;152;335
41311270;29;2927408;260;336
40810435;29;2927408;293;337
63504510;23;4110052;294;338
60714060;23;2304400;295;339
87065400;41;4115200;296;340
53240310;26;2609600;297;341
24800645;33;3301900;196;342
24342082;33;3303302;298;343
35040650;31;3127701;164;344
92200490;43;4304606;249;345
26030250;33;3303500;299;346
26050080;33;3303500;300;347
44091242;29;2910800;141;348
57060186;27;2704302;301;349
32041330;31;3118601;20;350
95095120;43;4305108;186;351
88318522;42;4208203;302;352
50680670;26;2611606;185;353
66635585;15;2700805;303;354
42801440;29;2905701;213;355
20260323;33;3304557;304;356
91780013;43;4314902;305;357
60450500;23;2304400;306;358
54510080;26;2602902;307;359
72620304;53;5300108;223;360
76829634;11;1100205;308;361
26112225;33;3300456;20;362
87075460;41;4115200;309;363
45065610;29;2933307;310;364
45005130;29;2933307;311;365
20735020;33;3304557;312;366
50820590;26;2611606;313;367
61615515;23;2303709;314;368
72023515;53;5300108;315;369
59084390;24;2408102;178;370
24928060;33;3302700;316;371
29182045;32;3205002;184;372
29936420;32;3204906;317;373
58043360;25;2507507;318;374
68511395;15;1504208;132;375
23936215;33;3300100;319;376
83833338;41;4107652;320;377
72236017;53;5300108;321;378
71996125;53;5300108;322;379
87310246;41;4104303;323;380
88119185;42;4216602;324;381
72510222;53;5300108;87;382
54210360;26;2607901;325;383
20932010;33;3304557;326;384
65035700;21;2111300;327;385
94930600;43;4303103;328;386
71060011;53;5300108;279;387
25045210;33;3301702;329;388
76985258;11;1100304;330;389
77753970;17;1711803;331;390
30730160;31;3106200;332;391
21512250;33;3304557;333;392
97105360;43;4316907;334;393
27258493;33;3306305;190;394
99711052;43;4307005;163;395
89509153;42;4203006;335;396
54330090;26;2607901;336;397
74395005;52;5208707;337;398
59616700;24;2408003;338;399
61942360;23;2307700;339;400
45990057;29;2931350;8;401
31620250;31;3106200;340;402
54518025;26;2602902;155;403
89027201;42;4202404;341;404
20765030;33;3304557;342;405
21071290;33;3304557;343;406
42740030;29;2919207;344;407
74080170;52;5208707;345;408
32280170;31;3118601;346;409
58401690;25;2504009;347;410
79303241;50;5003207;20;411
79170972;50;5007901;20;412
83701380;41;4101804;320;413
98785850;43;4317202;348;414
31970730;31;3106200;349;415
79822110;50;5003702;350;416
23565120;33;3304557;351;417
58300240;25;2513703;20;418
92110971;43;4304606;352;419
24813524;33;3301900;353;420
88035090;42;4205407;354;421
58048005;25;2507507;355;422
24110157;33;3303302;356;423
40710410;29;2927408;357;424
63500364;23;4110052;358;425
36081010;31;3136702;8;426
21550170;33;3304557;359;427
93020678;43;4318705;20;428
83709692;41;4101804;102;429
74594052;52;5208707;360;430
93612470;43;4307609;361;431
31550130;31;3106200;362;432
68460119;15;1508100;363;433
28909784;33;3300704;364;434
35303212;31;3113404;263;435
23560880;33;3304557;351;436
94955550;43;4303103;365;437
69008435;13;1302603;366;438
89020640;42;4202404;367;439
70304902;53;5300108;47;440
31744795;31;3106200;368;441
88047604;42;4205407;231;442
71050040;53;5300108;279;443
33808210;31;3154606;369;444
58703208;25;2510808;89;445
41227058;29;2927408;370;446
60526176;23;2304400;371;447
44065730;29;2910800;372;448
72005460;53;5300108;373;449
26165710;33;3300456;87;450
81710300;41;4106902;374;451
76813890;11;1100205;375;452
83411000;41;4105805;376;453
86039105;41;4113700;377;454
74703325;52;5208707;378;455
85303430;41;4113304;379;456
71751500;53;5300108;380;457
27943390;33;3302403;318;458
74787610;52;5208707;381;459
93805812;43;4319901;382;460
54715480;26;2613701;383;461
67120569;15;1500800;384;354
96075510;43;4314407;287;462
41349495;29;2927408;385;463
72880082;52;5205497;20;464
45026550;29;2933307;205;465
32431135;31;3129806;386;466
33031250;31;3157807;387;269
45990901;29;2931350;9;467
71635176;53;5300108;388;468
54125035;26;2607901;389;469
28090660;33;3301009;390;470
34525180;31;3156700;391;471
92025705;43;4304606;64;472
86188620;41;4103701;392;473
90830450;43;4314902;221;474
78068780;51;5103403;393;475
25530207;33;3305109;394;476
89045130;42;4202404;395;477
52390440;26;2611606;246;478
31910770;31;3106200;396;479
83020832;41;4125506;397;480
24421145;33;3304904;398;481
41130125;29;2927408;399;482
65148970;21;2101103;20;483
84600578;41;4128203;400;484
53640173;26;2606804;401;485
88516000;42;4209300;402;486
89052372;42;4202404;403;487
78042830;51;5103403;404;475
85505330;41;4118501;405;488
29936816;32;3204906;406;489
45985312;29;2931350;407;490
67133037;15;1500800;16;491
40385520;29;2927408;408;492
32616260;31;3106705;409;493
74573070;52;5208707;410;494
53580310;26;2600054;393;495
81560200;41;4106902;411;496
50680260;26;2611606;185;497
85570971;41;4124806;20;107
83206245;41;4118204;412;498
58100976;25;2503209;20;499
98025320;43;4306106;413;500
37014550;31;3170701;414;501
26183720;33;3300456;415;502
37004812;31;3170701;416;503
60325510;23;2304400;8;504
72833516;52;5212501;417;505
52081193;26;2611606;418;506
64040315;22;2211001;419;507
72705037;53;5300108;420;508
97545780;43;4300406;421;509
30330210;31;3106200;422;510
26163385;33;3300456;423;511
27916100;33;3302403;424;512
59014228;24;2408102;425;513
88122410;42;4216602;426;514
23591510;33;3304557;351;515
96065640;43;4314407;131;516
94050310;43;4309209;427;517
45079390;29;2933307;428;518
25902728;33;3302502;429;519
20973225;33;3304557;430;520
74933010;52;5201405;431;521
75503762;52;5211503;432;522
41770650;29;2927408;433;523
41192335;29;2927408;278;524
83209356;41;4118204;434;525
78130494;51;5108402;435;526
73402250;53;5300108;436;527
53421221;26;2610707;116;528
54715060;26;2613701;383;529
89042320;42;4202404;437;530
73252010;53;5300108;438;531
60540475;23;2304400;439;532
72823766;52;5212501;440;533
55609150;26;2616407;372;35
81750450;41;4106902;284;534
96820746;43;4316808;441;535
78120770;51;5108402;442;536
41333020;29;2927408;443;537
26127385;33;3300456;444;538
66032220;15;2700805;445;539
85902580;41;4127700;446;540
31255750;31;3106200;447;541
68043040;15;1506807;448;542
96825130;43;4316808;20;543
70867080;53;5300108;139;544
74690020;52;5208707;449;545
23520760;33;3304557;351;546
54400160;26;2607901;450;547
29023097;32;3205309;451;548
75132180;52;5201108;252;549
44021268;29;2910800;452;550
75063140;52;5201108;453;551
90810010;43;4314902;454;552
38022080;31;3170107;238;553
27977590;33;3302403;455;554
24941195;33;3302700;456;555
40320225;29;2927408;457;556
86601022;41;4122404;458;557
71070654;53;5300108;279;558
25580090;33;3305109;459;559
74973260;52;5201405;460;560
25710020;33;3303906;461;561
73366661;53;5300108;462;562
67103520;15;1500800;463;563
45055706;29;2933307;464;564
41207320;29;2927408;465;565
74665560;52;5208707;466;566
70070701;53;5300108;139;567
97503025;43;4322400;467;568
40415270;29;2927408;468;569
21512200;33;3304557;333;570
41347275;29;2927408;385;571
68509470;15;1504208;132;572
94080440;43;4309209;469;573
70640055;53;5300108;470;574
71587636;53;5300108;471;575
76803808;11;1100205;472;576
57015120;27;2704302;473;577
69402129;13;1302504;14;578
36031074;31;3136702;474;579
93612840;43;4307609;361;580
56503850;26;2601201;169;581
26187600;33;3300456;475;582
92325170;43;4304606;476;583
25926350;33;3302502;477;584
75391838;52;5221403;478;585
45052068;29;2933307;479;586
27347110;33;3300407;140;587
68506901;15;1504208;132;588
72005110;53;5300108;373;589
38052134;31;3170107;480;590
88340638;42;4203204;481;591
87083341;41;4115200;482;592
74391730;52;5208707;483;593
94470100;43;4323002;484;594
20270900;33;3304557;304;595
25233300;33;3301702;485;596
28010271;33;3301009;20;597
50930191;26;2611606;486;598
23063970;33;3304557;487;599
54080281;26;2607901;26;600
74993775;52;5201405;488;601
24751110;33;3304904;489;602
91120101;43;4314902;490;603
58105077;25;2503209;491;499
58306005;25;2501807;20;604
90090160;43;4314902;492;605
80520210;41;4106902;493;606
23825207;33;3302007;494;607
20770460;33;3304557;495;608
64028205;22;2211001;496;609
90240570;43;4314902;497;610
76387820;52;5208608;498;611
25935268;33;3302502;499;612
29065030;32;3205309;500;613
83507010;41;4100400;468;614
24421220;33;3304904;398;615
24745790;33;3304904;501;616
24350037;33;3303302;502;617
68180292;15;1503606;503;618
59139465;24;2408102;504;619
54789265;26;2603454;505;620
40170170;29;2927408;506;621
40490254;29;2927408;507;622
59157280;24;2610400;117;623
95904818;43;4311403;508;624
24723350;33;3304904;26;625
83212528;41;4118204;509;626
25610450;33;3303906;510;627
50791488;26;2611606;511;628
83413404;41;4105805;512;629
31015180;31;3106200;513;630
21941176;33;3304557;514;631
40050095;29;2927408;515;632
96410500;43;4301602;516;633
62020410;23;2312908;517;634
74989520;52;5201405;518;635
64206157;22;2207702;59;636
79081560;50;5002704;519;637
79060530;50;5002704;520;638
24910365;33;3302700;521;639
22775370;33;3304557;522;640
24750580;33;3304904;489;641
48611086;29;2924009;523;642
29903015;32;3203205;524;643
78042202;51;5103403;525;644
57032012;27;2704302;526;645
95059260;43;4305108;527;646
27949485;33;3302403;528;647
84603066;41;4128203;529;648
50790170;26;2611606;250;649
60545262;23;2304400;530;650
71884344;53;5300108;174;651
71751560;53;5300108;380;652
67120389;15;1500800;384;653
50020180;26;2611606;22;654
40484555;29;2927408;531;655
30110078;31;3106200;20;656
91430570;43;4314902;532;657
76962112;11;1100049;533;658
24020011;33;3303302;20;659
27966571;33;3302403;534;660
35059280;31;3127701;535;661
26051015;33;3303500;536;662
83065571;41;4125506;537;663
86084460;41;4113700;538;664
93212460;43;4320008;539;665
74947490;52;5201405;540;666
31230750;31;3106200;541;667
91780052;43;4314902;542;668
74371637;52;5208707;543;669
61901625;23;2307650;205;670
86066350;41;4113700;544;671
60544428;23;2304400;545;672
86026100;41;4113700;20;673
36020480;31;3136702;546;674
84267440;41;4127106;547;675
87303023;41;4104303;548;676
32015182;31;3118601;535;677
28024416;33;3301009;549;678
31555460;31;3106200;550;679
25655001;33;3303906;20;680
79062222;50;5002704;551;681
88900243;42;4201406;552;682
79839580;50;5003702;553;683
55004290;26;2604106;554;684
71670300;53;5300108;388;685
81315490;41;4106902;555;686
96206310;43;4315602;556;687
86601254;41;4122404;458;688
60760135;23;2304400;557;689
74394570;52;5208707;558;690
24877805;33;3301900;559;691
72323550;53;5300108;560;692
25223490;33;3301702;561;693
97511480;43;4322400;16;694
64027618;22;2211001;562;695
93115420;43;4318705;563;696
55153630;26;2601706;564;697
67033130;15;1500800;565;698
68459810;15;1508100;123;699
75120495;52;5201108;566;700
29075580;32;3205309;205;701
54783370;26;2603454;505;702
24940580;33;3302700;456;703
26033200;33;3303500;567;704
76912645;11;1100122;568;705
93046700;43;4318705;569;706
55608725;26;2616407;9;707
40385160;29;2927408;408;247
30315342;31;3106200;570;708
25015100;33;3301702;571;709
60190530;23;2304400;572;710
60346002;23;2304400;573;711
70342040;53;5300108;47;712
26515310;33;3303203;574;713
40335585;29;2927408;194;714
88117750;42;4216602;575;715
83823178;41;4107652;576;716
32649082;31;3106705;577;717
66830642;15;2700805;578;718
26031080;33;3303500;579;719
58705570;25;2510808;580;720
58401698;25;2504009;347;721
93548100;43;4313409;581;722
88330099;42;4202008;20;723
95601158;43;4321204;582;724
71020360;53;5300108;583;725
77673970;17;1713700;331;726
22763619;33;3304557;584;727
60110562;23;2304400;585;728
54325335;26;2607901;586;729
89707079;42;4204301;587;730
54490650;26;2607901;588;731
62880810;23;2305233;589;732
58737970;25;2509396;20;733
83010340;41;4125506;590;734
93120050;43;4318705;591;735
84021500;41;4119905;43;736
59094070;24;2408102;592;737
66113330;15;2700805;13;738
79040520;50;5002704;593;739
69921329;12;5107206;330;740
75103321;52;5201108;594;741
26150031;33;3300456;444;742
91788602;43;4314902;595;743
73062830;53;5300108;596;744
41615021;29;2927408;597;745
84050570;41;4119905;598;746
31035300;31;3106200;529;747
38055101;31;3170107;599;748
81490396;41;4106902;600;749
32405418;31;3129806;601;750
84010110;41;4119905;20;597
68627622;15;1505502;602;751
49096273;28;2800308;603;752
25044030;33;3301702;604;753
93415490;43;4313409;605;754
79620168;50;5008305;498;755
25515250;33;3305109;606;756
64048340;22;2211001;607;757
20780140;33;3304557;608;758
54525243;26;2602902;609;759
55614565;26;2616407;610;760
55194265;26;2612505;611;761
54762382;26;2603454;612;762
68460263;15;1508100;613;763
74693177;52;5208707;614;764
71575470;53;5300108;126;765
60340240;23;2304400;513;766
36080090;31;3136702;615;767
68020780;15;1506807;616;768
98785395;43;4317202;348;769
96815541;43;4316808;617;770
94170100;43;4309209;351;771
57316647;27;2700300;292;772
41250527;29;2927408;618;773
90680246;43;4314902;619;774
48913114;29;2918407;620;775
51280460;26;2611606;123;776
51340001;26;2611606;123;777
72156115;53;5300108;621;778
44097770;29;2910800;302;779
91720210;43;4314902;622;780
37007050;31;3170701;623;781
87070210;41;4115200;624;782
23585812;33;3304557;625;783
89082003;42;4207502;576;784
57312263;27;2700300;626;785
20973270;33;3304557;430;786
75064575;52;5201108;627;787
70830256;53;5300108;139;788
64023290;22;2211001;628;789
89711246;42;4204301;629;790
96206510;43;4315602;556;791
89032661;42;4202404;630;792
21852214;33;3304557;631;793
69067517;13;1302603;99;794
83502070;41;4100400;632;795
74987330;52;5201405;633;796
83215030;41;4118204;634;797
58428810;25;2504009;9;798
71587228;53;5300108;471;799
74935100;52;5201405;635;800
76812112;11;1100205;636;801
75713402;52;5205109;637;802
54762827;26;2603454;638;803
76811852;11;1100205;76;804
78088580;51;5103403;639;805
85903508;41;4127700;640;806
83507420;41;4100400;641;807
72715718;53;5300108;642;808
88516250;42;4209300;402;809
54420420;26;2607901;450;810
84600170;41;4128203;20;811
24920505;33;3302700;643;691
81280024;41;4106902;555;812
83311330;41;4119509;644;813
74705350;52;5208707;645;814
53423350;26;2610707;646;815
38015500;31;3170107;647;816
64200390;22;2207702;20;817
26383588;33;3304144;648;818
23932030;33;3300100;649;819
71880160;53;5300108;174;820
30510338;31;3106200;650;821
41299310;29;2927408;151;822
62886365;23;2305233;651;823
40330649;29;2927408;652;824
40040015;29;2927408;653;825
88371264;42;4211306;64;826
22763597;33;3304557;654;827
67125286;15;1500800;285;828
71970720;53;5300108;655;829
41207614;29;2927408;465;830
71736303;53;5300108;656;831
49008444;28;2800308;657;832
40354229;29;2927408;142;833
79311640;50;5003207;658;834
76875716;11;1100023;561;835
95042506;43;4305108;659;836
49092573;28;2800308;343;837
26535550;33;3303203;528;838
24457610;33;3304904;660;839
75024908;52;5201108;331;840
57039890;27;2704302;661;841
31270900;31;3106200;662;842
81880470;41;4106902;663;843
32661304;31;3106705;664;844
62430970;23;2304707;20;845
23570590;33;3304557;351;846
44092636;29;2910800;141;847
36092420;31;3136702;665;848
23955053;33;3300100;666;849
31230420;31;3106200;667;850
30535090;31;3106200;668;851
25958410;33;3305802;669;852
72260864;53;5300108;3;853
74973749;52;5201405;670;854
70753040;53;5300108;139;855
87210154;41;4105508;671;856
83833198;41;4107652;320;857
90240310;43;4314902;672;858
29017181;32;3205309;673;859
59625195;24;2408003;674;860
72650245;53;5300108;223;861
53020665;26;2609600;675;862
78030195;51;5103403;676;863
63901075;23;2311306;677;864
29203400;32;3202405;678;865
95611028;43;4321204;529;866
23535630;33;3304557;679;867
72824058;52;5212501;680;868
77405098;17;1709500;331;869
96060430;43;4314407;131;870
21331320;33;3304557;681;871
89260172;42;4208906;682;872
71625901;53;5300108;388;873
30290616;31;3106200;683;874
45989383;29;2931350;684;875
72240416;53;5300108;3;876
37014460;31;3170701;685;877
74670665;52;5208707;686;878
66615230;15;2700805;93;879
83705664;41;4101804;687;880
61915300;23;2307650;688;881
75713269;52;5205109;689;882
52221250;26;2611606;690;883
68010670;15;1506807;691;884
95180406;43;4307906;22;885
33903438;31;3154606;692;886
52160320;26;2611606;693;887
78115155;51;5108402;694;888
25525111;33;3305109;695;889
26130550;33;3300456;20;890
97508220;43;4322400;696;891
58090405;25;2507507;697;892
86812397;41;4101408;698;893
60334010;23;2304400;699;894
26150367;33;3300456;444;895
26082040;33;3303500;206;896
59114196;24;2408102;700;897
54792415;26;2603454;701;898
57313210;27;2700300;702;899
70210090;53;5300108;703;900
24913170;33;3302700;704;901
84060180;41;4119905;705;902
71090315;53;5300108;583;903
89063150;42;4202404;706;904
69306450;14;2502151;498;905
98789358;43;4317202;664;906
87309131;41;4104303;707;907
72811080;52;5212501;708;908
91540221;43;4314902;78;909
33130120;31;3157807;709;910
23897115;33;3305554;710;911
53350541;26;2609600;711;912
23570341;33;3304557;351;913
36570095;31;3171303;20;914
65094018;21;2111300;712;915
75528119;52;5211503;713;916
88904140;42;4201406;714;917
89085425;42;4207502;715;918
78010200;51;5103403;46;919
53110455;26;2609600;716;920
70770520;53;5300108;139;921
99965971;43;4300059;20;922
89032630;42;4202404;630;923
92025710;43;4304606;64;924
86056170;41;4113700;717;925
79080250;50;5002704;232;926
34505780;31;3156700;718;419
29930860;32;3204906;719;927
40050130;29;2927408;515;928
26285630;33;3303500;720;929
91570270;43;4314902;78;930
33045660;31;3157807;95;931
59605500;24;2408003;205;932
66040390;15;2700805;721;933
78700028;51;5107602;20;934
45990442;29;2931350;722;935
68043390;15;1506807;448;936
25959125;33;3305802;723;937
93230240;43;4320008;205;938
25233186;33;3301702;724;939
21670190;33;3304557;725;940
93150142;43;4318705;205;941
31140310;31;3106200;726;942
54580823;26;2602902;727;943
41100445;29;2927408;399;944
23082240;33;3304557;281;945
67105102;15;1500800;463;946
40283830;29;2927408;728;947
37300970;31;3102803;20;948
27264030;33;3306305;729;949
69015770;13;1302603;730;950
75533550;52;5211503;731;951
32600282;31;3106705;732;952
86035510;41;4113700;733;953
25725618;33;3303906;734;954
50670500;26;2611606;185;955
57602260;27;2706307;379;956
29090160;32;3205309;735;957
25974050;33;3305802;736;958
50650420;26;2611606;737;959
83025655;41;4125506;496;960
48606520;29;2924009;738;961
40283042;29;2927408;728;962
44091154;29;2910800;141;963
70655733;53;5300108;739;964
24865605;33;3301900;740;45
75526439;52;5211503;741;965
83203402;41;4118204;742;966
77023612;17;4117602;743;967
66093030;15;2700805;744;968
23020050;33;3304557;745;969
72610117;53;5300108;223;970
23059770;33;3304557;487;971
54150519;26;2607901;746;972
74453462;52;5208707;747;973
91910170;43;4314902;748;974
26061312;33;3303500;749;975
24922470;33;3302700;750;976
51010150;26;2611606;751;977
34505560;31;3156700;20;978
59152810;24;2610400;62;979
74810310;52;5208707;752;980
51345420;26;2611606;123;981
76829176;11;1100205;753;982
