id;nome
287;Rua Júlio Dias
288;Rua Zeferino Alquati (Lot Res Azul)
289;Rua Particular 2
290;Rua Crispina de Freitas
291;Avenida José Vieira Caúla
292;Rua Elísio Medrado
293;Rua Severina Lindalva Soares
294;Rua Pedro Fagundes de Lima
295;Rua Riachuelo
296;Rua Coronel Chiquinho
297;Rua das Gaivotas
298;Rua Carlos Gomes
299;Rua José Domingos Borges
300;Travessa Jatobá (Cj Vl Verde)
301;Rua Canela
302;Rua Balsas
303;Rua Brasil
304;Rua Herbert de Souza
305;Passagem Boa Ventura
306;Rua Padre Domingos
307;Rua Mosela
308;Beco Fernando Leite
309;Rua Conquista (Vl do João)
310;Rua Araçá Amarelo
311;Rua Vinte e Quatro de Maio
312;Rua Maria do Socorro
313;Rua Alfredo Albino Meinertz
314;Estrada Rio dos Poços
315;Avenida Paulo Bastos
316;Travessa Divina Luz
317;QE 40 Conjunto F
318;Rua Praias do Fortaleza (Com VI dos Palmares)
319;Rua Djalma de Carvalho
320;Praça Capitulina Fernandes
321;Rua José Miguel do Nascimento
322;Rua Manuel Eusébio da Silva
323;Rua Professora Leni M. Jacob
324;Passagem Fé em Deus (Lot Novo Milênio)
325;Rua Castro Alves
326;Rodovia PE-28
327;Rua Jair Baldez Morales
328;Rua Santo Amaro
329;Rua Mário Chalbaud Biscaia
330;Rua Flor dos Girassóis
331;Rua Chile
332;Rua São Cristóvão
333;Avenida Leão Dourado
334;Rua Carlos Rubem
335;Rua Um (Piçarreira)
336;Rua 02-Setor 02 (Lot C II Remanescente-V Melhor)
337;Rua Alto da Boa Vista
338;Rua Francisco Weimar Bezerra
339;Rua Bogotá
340;Rua Pioneiro José Silva Pedra
341;Rua José Borges de Sousa
342;Estrada João Silva
343;Rua Trinta e Dois (Lot Maravista)
344;Rua Dez
345;Rua São Benedito
346;Rua Kart
347;Rua Xingu
348;Rua Campos Jordão
349;Travessa José Henrique do Nascimento 2719 (Lot Campo Cerâmica Q3)
350;Rua Ernestina Diniz Moreira
351;Rua Cantidio Ribeiro de Lima
352;Rua Perpétua Farias Khnis
353;Rua Branquinha
354;Passagem Liberdade
355;Rua Eixo C
356;Rua Antonio Adão
357;Praça Espigão
358;Rua Raimundo Arruda
359;Rua Joaquim Manoel dos Santos (VI.Social Contra Mocambo)
360;Quadra 302 Conjunto 4
361;Rua Ana Sobral
362;Avenida Retiro da Imprensa
363;Rua Pioneiro Olindo Alcini
364;Rua Alcobaça
365;Travessa Padre Anchieta
366;Praça Sargento Eudóxio Passos
367;Rua Doutor Adelino
368;Rua Bela Cruz
369;SMT Chácara 22.
370;Rua Cachoeira Dourada
371;Rua Seis (Cond P Res Golf)
372;Rua Theófilo Rodrigues
373;Rua Três
374;Avenida Ministro José Américo de Almeida
375;Quadra Dezessete (Folha 22)
376;Porto Caiera
377;Rua Rio da Graciosa
378;QNP 30 Conjunto Q
379;SHA Conjunto 6 Chácara 16A
380;Rua Esmeralda
381;Rua Cambuí
382;CL 210 Bloco B
383;Rua Conselheiro José Bonifácio
384;Rua César Magalhães
385;Praça São Vicente
386;Rua Euclides Gomes de Oliveira (Águas Mortas)
387;QE 26 Conjunto A
388;Rua José Lins do Rego
389;Rua Ana Neri
390;Avenida Petrônio Portela
391;Rua Cumbi
392;Praça João Paulo
393;Rua Santana Piccini
394;Rua Genolfo Vieira Afonso (Vilage Sul II)
395;Rua João Bertani
396;Rua José Nacle Davi
397;Rua Oito (Vl Social)
398;Rua SR 14
399;Rua Giudasio Gonçalves da Silva
400;Rua das Samambaias
401;Rua Inconfidência
402;Rua Sofia
403;Rua Agrestina
404;Rua Santa Maria
405;Rua Doutor Otávio
406;Rua Sargento Ricardo Filho
407;Caminho 51 (Lot Pq S Rita)
408;Rua 103A
409;Rua Rio Tocantins
410;Rua Manoel Elias de Castro
411;Alameda Ayrton
412;Travessa do Meio
413;Rua Foz do Iguaçu
414;Rua SD 544
415;Rua Mostarda
416;Rua Bertoldo Miranda Barros
417;Reta São Francisco
418;Rua Joaquim Gomes da Silveira
419;Rua Marechal Rondon
420;Rua Trinta
421;Rua Cyro Belli Müller
422;Rua Manoel Cândido Soares
423;Travessa Silveira
424;Rua Pedro Fonseca
425;Rua Vereador Luís Barreto
426;Rua Baturité
427;Rua Guararema
428;Avenida João Corrêa
429;Travessa Isaura Ferreira da Costa
430;Rua FN35
431;Rua Rio Branco
432;Rua Lisboa
433;Travessa Curitiba
434;Rua Niterói
435;Travessa João Pontes
436;Rua Um (Cj Guandu I)
437;Beco Servidão Amizade
438;Rua Ernesto Costa
439;Rua Barcelona
440;SCS Quadra 4 Bloco A Lote 58 
441;Rua Maria Conceição de Freitas
442;Travessa Ressacada
443;QE 13 Conjunto D
444;Rua Valter Corsino Pereira
445;Rua Pedro Leandro de Oliveira
446;Avenida da Luz
447;Vila Três Irmãos
448;Rua do Bosque
449;Rua 2 Chácara 61A
450;Rua Bernardo Guimarães
451;Rua Hélcio da Cunha Ajuz
452;Rua Rimira
453;Estrada da Ribeira BR-476
454;Praça Marechal Eduardo Gomes
455;Avenida Buenos Aires
456;Rua Ricieri Denez
457;Núcleo Rural Vargem Bonita Rua 3 Chácara 47
458;Praça Santos Dumont
459;Rua Porto 12
460;Rua Santa Rita
461;2ª Travessa Heitor Maia
462;Rua Ambrósio Perret
463;Alameda Tocantins
464;SQ 8 Quadra 14
465;Rua C (Lot Vl Roma)
466;Rua Francisco Pizarro
467;Rua Sagrada Família
468;SHIS QI 13 Bloco I
469;Alameda Ipubi (Lot Residencial Alphaville Pernambu
470;Rua Antônio Custódio Andrade
471;Rua Seis
472;Rua Angelim
473;Rua Santos Futebol Club
474;Travessa A (Vl Cruzeiro do Sul)
475;Rua Vinte e Um
476;Travessa Manuel Antônio da Silva
477;Rua Jundiaí
478;Rua Santa Tereza do Canãa (Canãa)
479;Rua Hélio da Costa
480;Rua William Starostik
481;Rua Doutor Castro Farias
482;Conjunto Jardim Europa
483;Praça da Saúde
484;Rua Orlando Carvalho
485;Rua João de Barros (Lot N Sra da Conceição)
486;Rua Vivandério Santos do Valle
487;Rua das Extremosas
488;Rua Vilson Valdir Amadori
489;Rua Trinta e Dois
490;Rua Projetada 31
491;Passagem Santa Luzia (Cidade Nova VIII)
492;Avenida Santa Cruz
493;Rua Saraiva
494;Via de Acesso 4
495;Rua Rio Tapajós
496;Rua Guaraná
497;Rua José Stival
498;Rua Desembargador Lauro Lopes
499;Rua Presidente João Pessoa
500;Rua Sargento Antonio Luis Silveira da Rosa
501;Rua Janaúba
502;Rua Júlio
503;Rua Professora Maria Teixeira Tavares
504;Rua Morrinhos
505;Quadra 16
506;3ª Travessa Resplendor
507;Rua Santa Francisca Cabrine (Vl Ima Dulce)
508;Quadra 3 Rua G
509;Rua Verônica Martins
510;Rua Sagarana
511;Rua Maria Dulce
512;Rua Jandira Perlingeiro
513;Rua dos Suíços
514;Rua José Teodoro Matos
515;Travessa da Colina
516;Rua Doutor Fernandes Braga
517;Avenida Panatlântica
518;Rua D (Res Flamboyant)
519;Rodovia Santos Dumont
520;Rua Santa Laura
521;Rua Contorno
522;Rua Bororós
523;Travessa Itatiaia
524;3ª Travessa Irmã Dulce
525;Acesso Osmar Frederico Nagel
526;Rua General Odílio Denni (Lot Prq N Era)
527;Conjunto A
528;Rua Quarenta
529;Rua Gilberto Freire
530;Rua Leopoldo Roters
531;Rodovia DF-440
532;Rua Teodoro de Castro
533;Quadra 56
534;Rua Desembargador Antônio de Paula
535;Rua Gonçalves Ledo
536;Rua Santa Bárbara (Lot Prq Lago)
537;Rua B (Cajazeiras III)
538;Rua Cosme
539;Vila Machado de Assis
540;Rua Guanabara
541;Rua Conselheiro Galvão
542;Travessa H
543;Travessa Tenente Barbosa
544;SQN 412 Bloco H
545;Alameda Contorno
546;Rua Professor Artur Freitas
547;Rua Comendador José Didier
548;Beco das Flores 1
549;Rua VP E1
550;Travessa Mangueira
551;Rua Paranapiacaba
552;Beco A (Vl Hipódromo)
553;Rua Conceição das Alagoas
554;Rua Piratininga (Lot C Nova)
555;Rua H (Lot Ch Inoã)
556;2ª Travessa Santa Margarida
557;Rua Figueira Branca
558;Área Especial 4 Módulo E
559;Rua Tania Maria Menezes
560;Rua Doutor Manso Pereira
561;Servidão Antônio Silvestre Chaves
562;Quadra 1
563;Passagem Padre Dubois
564;Rua M (Rec Pássaros)
565;Rua Ruy Barbosa
566;Rua Saturno
567;SRPN
568;Rua Senador Salgado Filho
569;Rua Professor Gilberto Valente
570;Travessa Santa Luzia
571;Travessa Geraldo Brasil
572;Rua dos Jambos
573;Rua Azenha
574;SRES Quadra 3 Bloco E
575;Quadra 3 Conjunto 4 Lote 1 Bloco H
576;Rua Getúlio Vargas
577;Rua Radialista Wilma Campos
578;Travessa 3 (Lot D Lia)
579;Rua B (Vl das Rosas)
580;Rua Hungria
581;Rua Texas (Lot Rio Branco)
582;Rua Margarida Bueno
583;Rua dos Metalúrgicos
584;Estrada da Covanca
585;Rua 155
586;Caminho Seis (Urbis II)
587;Rua José Henrique Gouveia
588;Quadra Dois Folha 29
589;Rua 1 Chácara 2
590;Rua Nair de Oliveira Rocha
591;Rua São Bonifácio
592;Rua Sebastião Batista Zanin
593;Rua Maria Patrocínia
594;Rua Presidente Vargas
595;Rua Martins Pena
596;Rua Astrilda
597;Rua Saldanha Marinho
598;3ª Travessa Arealva
599;Estrada de Inhoaiba
600;Rua Santos Camarote
601;Rua Belo Horizonte
602;Rua José Amarante
603;Acesso Doze A (Vl N Brasília)
604;Praça Seis de Junho
605;Rua Oscar Schmitt (Ilha da Pintada)
606;Rua Albino Silva
607;Praça Arlette Camillo de Brito
608;Rua Estevão Silva
609;Rua de Maria de Araújo
610;Rua Olinda
611;Rua 13 Norte
612;Rua Mário Xavier de Brito
613;Rua Antônio Lopes Balero
614;Rua Comendador Antônio Barros
615;Rua Maria Elvira Paiva
616;Rua Gonçalo Paiva Gomes
617;Rua Mário Barbosa (Res Fazendinha)
618;Travessa Raimundo Preto
619;Rua Rio Verde
620;Rua Alameda dos Sapotizeiros
621;Travessa Macapá
622;Rua São Rafael
623;Rua Valdemir Peixoto de Vasconcelos
624;Rua Oswaldo Mathias Ely
625;Rua José de Souza Porto
626;Rua Agripino Ferminiano Pereira
627;Ladeira João Ventura Torres
628;7ª Travessa Onze de Agosto
629;Rua Lago Tumiri
630;Rua Ipiranga
631;Rua Medusa
632;Travessa Viana
633;Rua José Luiz Vaz Neto
634;Travessa Padre Palhano
635;Rua Ornelo Machado
636;Rua Josélia de Melo Carvalho
637;Rua do Bandolin
638;Rua Gheto de Lima
639;Rua Três (Cond Res R T Reis II)
640;Rua Alegria
641;Rua Sílvio Correia
642;Rua João Paulo II
643;Avenida Martin Afonso de Souza
644;Avenida Antártica
645;Rua Projetada X-1 (Cj José A Vilela)
646;Avenida Serrano Santo Antônio
647;Rua Agenor Pinheiro
648;Rua Cecy
649;Rua Claranã
650;Rua Coronel Virgílio Nogueira
651;QS 8 Conjunto 7
652;Núcleo Rural Vargem Bonita Rua 3 Chácara 57
653;Quadra Dezesseis (Cj Sabiá)
654;Rua do Peixoto
655;Alameda G-5 (Bela Vista Lobato)
656;Avenida do Contorno
657;Beco Doze (Vl Fátima-Pinto)
658;Rua Santos Dumont
659;Rua Jornalista Rogério Coelho Neto Jardim Fluminense
660;Vila Duas Barras
661;Avenida Juiz de Fora
662;Rua Flecha
663;Rua Moacir Escolaro
664;Rodovia Carlos João Strass
665;Rua Veranópolis
666;Rua Moscou
667;Rua Caratiá
668;Beco A (Ac Guto Pereira)
669;Rua das Magnólias
670;Travessa da Liberdade
671;Rua Emerenciana Gonçalves César
672;Rua Luciano Lira
673;Travessa Amazonas
674;Praça José de Castro Barbosa
675;Rua da Corrente
676;Rua Santa Catarina
677;Rua Vereador José Augusto Diniz
678;Rua Doutor Gentil Vieira Gomes
679;Rua Sul de Minas
680;Servidão José Ângelo Correa
681;Rua Marcílio Gasparini
682;Rua Prefeito Adolfo Cechinel
683;Rua Gertrudes Nunes Baptista
684;Rua José Tupinambá
685;SHIS QI 28 Conjunto 10
686;Rua Walfrido de Britto
687;Rua Trinta e Cinco (Posto Cinco)
688;Rua Onças
689;Vila Neide
690;Rua Porto dos Santos
691;Rua Treze
692;QN 417 Conjunto J Comércio
693;Rua Sinai
694;Rua Augusto Almeida Tito
695;Avenida José Nilo Pádua Fortes
696;Rua Carlos Barbosa
697;Rua Antônio Amaro de Araújo
698;Travessa G (Cj COHAB)
699;Travessa W-Nove
700;Rua Belém
701;Rua Antônio Caliari
702;Rua Eraldo Luís Albert
703;Rua N
704;Rua Fonte
705;Avenida Aracaju
706;Rua Joaquim de Souza Andrade
707;Rua João Paulo da Silva
708;Beco da Mina
709;Rua Expedicionário Aquino de Araújo
710;Alameda dos Lírios
711;Vila Teócrito
712;SQS 103 Bloco D
713;Beco Deocleciano Coelho Filho
714;Avenida Doutor Eduardo Santos
715;Rua Fúlvio Vieira da Rosa
716;Travessa Zaire
717;Rua Martinho Ângelo do Amaral
718;Rua Santa Bárbara (Lot Jd S Antônio)
719;Travessa Geraldo Salgado
720;Rua Doutora Vilani Kehrle Szelmenzi
721;Rua Capitão Adhemar Maia Paiva
722;Rua São Francisco de Assis
723;3ª Avenida
724;Rua Simão João Thomaz
725;QI 11 Conjunto F
726;Avenida Codespar
727;Rua Condado
728;Vila Gerlene
729;2ª Travessa André Vital de Negreiros (Com.Alto da Batalha)
730;Rua Aimores
731;Rua Litoral (Lot Terra Mar)
732;Rua Raimundo Ananias Rosa
733;Avenida José Gerônimo
734;Rua Professora Olívia de Moraes Senko
735;Rua Presidente Lucena
736;Rua Titanita
737;Rua Cabo do Bacopari
738;Passagem Pinheiro Filho
739;Rua Antônio Nahas
740;Rua Tacorá
741;Rua Israel Pinheiro
742;Rua Caiçara
743;Rua Bento Silva Nunes
744;Rua Central Área Especial 30
745;1ª Travessa Bela Vista
746;Rua Jaime Reis
747;Rua Ildefonso Rocha
748;Rua das Perdizes
749;Rua Flamarion Gonçalves do Nascimento
750;Rua Macaúba
751;Rua Marajó
752;Rua Agapito Silva
753;Rua C
754;Rua Adão Steigleder
755;Travessa 120
756;Travessa Leopoldo Froes
757;Rua Helvídio Ferraz
758;Rua Marquês de Leão
759;2ª Travessa Adolfo Lins de Araújo
760;Rua Guadalajara
761;Rua João Francisco de Moura
762;Praça Paula Freitas
763;Rua Amapá
764;Rua ACP19
765;Quadra 39 Conjunto N
766;Travessa José de Alencar
767;Avenida Rui Barbosa
768;Travessa Bom Jardim
769;Avenida Tuparendi
770;Rua Vereador Ivo Cláudio Weigel
771;Rua Porvir
772;Rua João Ferreira de Lima
773;Rua Caraíbas
774;Beco Quatro (R Paulino Azurenha)
775;Caminho 51 (Cj Hab Juazeiro IV)
776;Rua Odilon Bezerra de Souza
777;Travessa Rio Largo
778;QNL 10 Bloco E
779;Rua Brumadinho
780;Rua Ary Tischler
781;Avenida Doutor José Semionato
782;Rua Pioneiro Francisco Castoldo
783;Beco da Paz
784;Rua Gustav Arthur Koehler
785;Praça Janete Clair
786;Rua Sargento Davi
787;Rua Flórida
788;SGAN 606 Módulo F
789;Rua Fenelon Silva
790;Rua Alexandre Luiz Lorenzet (Lot S Dumont)
791;Alameda Vinte e Oito (Posto Sete e Nove)
792;Rua Kamesuke Yonamine
793;Travessa Ceará (Vl Kennedy)
794;Beco Paulo VI
795;Rua Pedro Pereira de Oliveira
796;Rua Juriti
797;Rua Vidal Vanhoni
798;Rua Nilda de Queiroz Neves
799;Quadra 2 Conjunto 1 Lote 6 Bloco N
800;Rua H 7
801;Rua Mandi
802;Rua L
803;Rua Sítio Fontainha
804;Rua Vitória Régia
805;Rua Coqueiros Verdes
806;Rua Luiz Antônio Basso
807;Avenida Curitiba
808;Área Especial 1 Chácara 5
809;Rua Adair Luiz Dresch
810;Rua José Vicente Xavier
811;Avenida Presidente Getúlio Vargas
812;Rua Adir José Frason
813;Rua Mário Domingues
814;Travessa Mendoza
815;Rua Coronel Paulino de Albuquerque
816;Rua Caetano Cardosi
817;Rua Suzane Jacob
818;Avenida Alfredo Guaraná Menezes
819;Rua Angra dos Reis
820;QN 8E
821;Beco da Nilda
822;Travessa Maria da Conceição
823;Rua Benedito Sales do Carmo
824;1ª Vila Acesso Norte (B Reis)
825;Avenida Engenheiro Silva Lima
826;Rua Pedro Rossi
827;Rua S (Moises)
828;Passagem Onze de Agosto
829;QS 7 Rua 630
830;1ª Travessa Eronilde Bispo Santos
831;Quadra 3 Conjunto C
832;Rua D (Lot Pto das Canoas I)
833;2ª Avenida Diva Pimentel
834;Alameda Dona Antônia
835;Rua Samambaia
836;Rua Wilmar Porto Bastos
837;Rua Dois (Cj Mª do Carmo I)
838;Rua Guiomar Braga de Mello
839;Avenida Cidade de Campos
840;Rua Quatorze de Julho
841;Rua Gerusa Rodrigues Bastos
842;Rua Boaventura
843;Rua Airton Ribeiro Marques
844;Rua Maria Ignez de Souza Silva
845;Rua Francisco Sousa
846;Travessa Vala do Sinal
847;Rua Salmo 39
848;Rua Julieta de Assis Ferreira
849;Travessa Nosso Sonho
850;Rua Miguel Pinto Cunha
851;Travessa Júlia
852;Rua Brasília
853;QNO 18 Conjunto 64
854;Rua dos Andrades
855;SQN 110 Bloco D
856;Rua Pedro Bataglia
857;Rua Rio Paranaíba
858;Rua D (Vl Tio Zeca)
859;Escadaria Sebastião Tourinho
860;Rua Adalgisa Paula Martins
861;Quadra 802 Conjunto 8
862;Rua Vinte e Cinco
863;Rua Manoel Pinto (Lot Jd Primavera)
864;Rua José Gabriel Jorge
865;Rua Elizário Lourenço Dias
866;Alameda dos Ipês
867;Rua Pereira Passos
868;Quadra 6
869;Rua Antônio Lisboa da Cruz
870;Rua Laudelino Freire
871;Rua Macambira
872;Servidão 37
873;SHIS QI 11 Conjunto 9 Casa 24 
874;Rua Pedro I
875;Avenida Mário Augusto Teixeira de Freitas
876;QNP 5 Conjunto P
877;Rua Presidente Tancredo Neves
878;Rua Abasto
879;Passagem São Cristóvão
880;Rua Maria Terezinha Karas
881;Avenida Quarto Anel Viário
882;Rua Henrique José Duarte Borges
883;Rua Luiz Clericuzzi
884;Avenida Senador Augusto Meira
885;Rua Pain Filho
886;Rua Antônio Alvarenga Filho
887;Rua Barão de São Félix
888;Travessa São Paulo (Res Alameda)
889;Rua Nicolau Cheuen
890;Rua Costa Lima
891;Estrada Dois (Est Peras)
892;Rua Padre Nicola Mazza
893;Rua Cândido das Neves
894;Rua Zenaide Magalhães
895;Rua Marita
896;Travessa Maria José
897;Travessa Flor do Mangue
898;Beco Maria do Socorro Brasileiro de Almeida
899;Rua Firmino Leite
900;Rua 15
901;Travessa B (Cond Res Lga Azul)
902;Rua Violeta
903;Colônia Agrícola Águas Claras Chácara 25A
904;Rua José Joos
905;Rua João Pereira Caldas
906;Rua Afonso Ritter
907;Avenida Armelindo Trombini
908;Rua João Manuel
909;Travessa Assis Fraga da Silva (Dolores Duran)
910;Rua Juquiá
911;Rua UIZ
912;Rua Caetés
913;Rua Maurício Caldeira de Alvarenga
914;Rua Carmita Pacheco
915;Rua Rio Alegre (Residencial Ribeira)
916;Rua Alto Horizonte
917;Rua Dorvalina Brocca Pasquali
918;Rua Soledade
919;Avenida Coronel Escolástico
