id;pessoa_id;data_ocorrencia
507;507;2022-01-29
508;508;2022-04-16
509;509;2021-12-17
510;510;2021-08-25
511;511;2021-10-14
512;512;2022-03-13
513;513;2021-07-10
514;514;2021-07-15
515;515;2021-08-13
516;516;2021-11-19
517;517;2022-03-31
518;518;2021-10-15
519;519;2022-04-20
520;520;2022-02-04
521;521;2022-01-05
522;522;2021-11-26
523;523;2022-04-14
524;524;2022-04-02
525;525;2021-12-05
526;526;2021-06-18
527;527;2021-10-21
528;528;2022-04-14
529;529;2021-12-04
530;530;2022-01-20
531;531;2021-11-30
532;532;2022-03-09
533;533;2022-06-05
534;534;2022-02-18
535;535;2021-07-31
536;536;2022-03-15
537;537;2022-02-24
538;538;2022-01-01
539;539;2021-08-29
540;540;2021-09-16
541;541;2022-06-04
542;542;2022-06-05
543;543;2022-01-04
544;544;2021-12-18
545;545;2021-10-08
546;546;2022-01-02
547;547;2021-07-09
548;548;2022-01-01
549;549;2021-07-17
550;550;2021-12-29
551;551;2021-07-30
552;552;2022-01-23
553;553;2021-07-13
554;554;2022-01-23
555;555;2021-09-07
556;556;2021-11-10
557;557;2021-07-03
558;558;2022-03-01
559;559;2021-07-04
560;560;2021-12-08
561;561;2022-05-18
562;562;2022-03-11
563;563;2022-05-08
564;564;2022-01-16
565;565;2022-05-25
566;566;2021-07-20
567;567;2022-05-24
568;568;2022-06-15
569;569;2021-11-07
570;570;2022-01-23
571;571;2022-05-24
572;572;2022-01-12
573;573;2021-07-29
574;574;2021-09-20
575;575;2021-08-30
576;576;2022-03-19
577;577;2022-02-01
578;578;2021-07-21
579;579;2022-03-07
580;580;2022-05-08
581;581;2021-09-04
582;582;2021-07-24
583;583;2022-01-26
584;584;2021-09-16
585;585;2021-11-20
586;586;2021-11-21
587;587;2021-09-16
588;588;2022-04-01
589;589;2022-06-09
590;590;2021-11-13
591;591;2021-07-31
592;592;2022-01-07
593;593;2021-07-14
594;594;2021-12-07
595;595;2021-08-29
596;596;2022-05-20
597;597;2022-01-16
598;598;2022-05-21
599;599;2022-01-20
600;600;2022-05-21
601;601;2022-06-06
602;602;2022-02-26
603;603;2021-11-03
604;604;2022-06-09
605;605;2021-11-21
606;606;2022-05-22
607;607;2021-10-10
608;608;2022-05-09
609;609;2022-02-22
610;610;2021-07-23
611;611;2022-04-29
612;612;2022-05-22
613;613;2021-06-19
614;614;2022-01-21
615;615;2021-06-29
616;616;2021-12-11
617;617;2021-12-16
618;618;2021-08-21
619;619;2022-03-09
620;620;2021-08-07
621;621;2022-02-22
622;622;2022-03-09
623;623;2022-06-08
624;624;2021-10-04
625;625;2021-11-11
626;626;2021-08-04
627;627;2022-03-13
628;628;2021-10-12
629;629;2022-02-18
630;630;2022-01-09
631;631;2022-05-11
632;632;2022-06-03
633;633;2021-10-16
634;634;2021-08-15
635;635;2022-02-26
636;636;2021-06-15
637;637;2021-12-03
638;638;2022-01-10
639;639;2021-09-08
640;640;2021-08-29
641;641;2022-02-16
642;642;2021-07-08
643;643;2021-09-18
644;644;2021-11-30
645;645;2022-02-21
646;646;2021-11-06
647;647;2021-12-16
648;648;2022-06-14
649;649;2022-05-22
650;650;2022-03-11
651;651;2021-10-30
652;652;2021-10-10
653;653;2022-01-28
654;654;2022-01-23
655;655;2021-10-31
656;656;2021-11-13
657;657;2022-05-27
658;658;2021-10-24
659;659;2021-10-08
660;660;2021-10-21
661;661;2021-10-31
662;662;2022-04-24
663;663;2021-07-28
664;664;2022-05-30
665;665;2021-11-13
666;666;2022-06-15
667;667;2021-12-29
668;668;2021-09-03
669;669;2022-04-26
670;670;2021-10-09
671;671;2022-03-07
672;672;2022-03-08
673;673;2021-08-09
674;674;2021-07-16
675;675;2021-07-18
676;676;2022-02-16
677;677;2022-01-17
678;678;2021-11-12
679;679;2021-10-07
680;680;2021-07-24
681;681;2021-08-20
682;682;2022-01-20
683;683;2021-12-23
684;684;2022-04-21
685;685;2021-11-24
686;686;2021-07-19
687;687;2021-10-11
688;688;2021-10-06
689;689;2021-11-30
690;690;2021-11-07
691;691;2021-12-07
692;692;2022-01-29
693;693;2021-07-15
694;694;2021-07-08
695;695;2021-12-06
696;696;2021-12-23
697;697;2022-02-26
698;698;2021-10-30
699;699;2021-10-25
700;700;2021-08-05
701;701;2021-11-03
702;702;2022-05-28
703;703;2021-12-01
704;704;2022-04-10
705;705;2021-10-06
706;706;2021-10-27
707;707;2022-06-11
708;708;2021-10-18
709;709;2021-07-02
710;710;2022-02-21
711;711;2021-12-31
712;712;2022-02-04
713;713;2022-02-18
714;714;2022-06-02
715;715;2021-10-13
716;716;2021-10-26
717;717;2021-12-03
718;718;2021-06-17
719;719;2021-07-27
720;720;2021-11-15
721;721;2022-01-11
722;722;2021-09-02
723;723;2021-11-23
724;724;2022-04-11
725;725;2022-01-01
726;726;2022-03-17
727;727;2022-02-01
728;728;2022-03-28
729;729;2022-01-20
730;730;2021-07-08
731;731;2022-05-06
732;732;2021-11-24
733;733;2021-10-09
734;734;2021-07-30
735;735;2021-07-12
736;736;2022-03-03
737;737;2022-04-09
738;738;2022-03-15
739;739;2022-03-31
740;740;2021-07-05
741;741;2022-06-02
742;742;2022-03-01
743;743;2021-11-22
744;744;2022-05-09
745;745;2022-02-14
746;746;2021-08-14
747;747;2022-06-12
748;748;2021-11-27
749;749;2022-01-25
750;750;2021-07-17
751;751;2021-12-06
752;752;2021-07-30
753;753;2021-07-29
754;754;2021-11-01
755;755;2021-07-12
756;756;2021-11-13
757;757;2022-02-17
758;758;2022-01-25
759;759;2021-09-07
760;760;2022-06-05
761;761;2021-08-20
762;762;2021-09-14
763;763;2022-01-29
764;764;2021-11-08
765;765;2021-10-30
766;766;2022-01-22
767;767;2021-11-04
768;768;2021-06-29
769;769;2022-01-27
770;770;2022-03-31
771;771;2021-12-18
772;772;2022-01-31
773;773;2021-07-07
774;774;2022-02-06
775;775;2021-09-14
776;776;2021-08-09
777;777;2021-08-30
778;778;2022-02-27
779;779;2022-05-15
780;780;2021-12-11
781;781;2022-01-19
782;782;2022-02-16
783;783;2022-06-13
784;784;2022-05-29
785;785;2022-01-23
786;786;2022-02-24
787;787;2022-04-25
788;788;2022-02-11
789;789;2022-05-11
790;790;2022-05-27
791;791;2021-11-28
792;792;2021-07-03
793;793;2022-05-31
794;794;2021-07-05
795;795;2021-12-13
796;796;2022-02-23
797;797;2022-05-01
798;798;2022-05-22
799;799;2021-07-02
800;800;2022-03-29
801;801;2021-10-15
802;802;2021-11-11
803;803;2021-11-17
804;804;2022-04-20
805;805;2021-10-23
806;806;2022-05-31
807;807;2022-03-15
808;808;2022-06-11
809;809;2022-02-13
810;810;2021-06-19
811;811;2021-10-27
812;812;2022-02-03
813;813;2022-06-10
814;814;2022-02-14
815;815;2022-01-08
816;816;2021-08-18
817;817;2021-07-21
818;818;2021-09-14
819;819;2022-03-02
820;820;2022-02-13
821;821;2021-09-08
822;822;2021-11-13
823;823;2022-03-25
824;824;2022-01-08
825;825;2021-09-10
826;826;2022-03-28
827;827;2021-06-18
828;828;2022-02-18
829;829;2022-01-10
830;830;2022-02-03
831;831;2021-08-24
832;832;2021-08-09
833;833;2021-07-22
834;834;2021-12-06
835;835;2021-12-26
836;836;2021-08-31
837;837;2022-03-09
838;838;2021-12-08
839;839;2021-08-24
840;840;2021-12-14
841;841;2021-10-09
842;842;2021-12-08
843;843;2021-07-11
844;844;2021-07-02
845;845;2021-09-09
846;846;2021-07-10
847;847;2021-12-28
848;848;2021-09-29
849;849;2022-03-25
850;850;2021-10-08
851;851;2021-11-18
852;852;2021-11-01
853;853;2021-08-27
854;854;2022-02-14
855;855;2021-12-02
856;856;2022-01-02
857;857;2022-02-11
858;858;2021-06-17
859;859;2022-01-20
860;860;2022-02-24
861;861;2022-05-27
862;862;2021-06-25
863;863;2021-09-02
864;864;2021-12-05
865;865;2021-07-30
866;866;2022-06-03
867;867;2022-05-07
868;868;2021-09-02
869;869;2021-11-15
870;870;2021-09-13
871;871;2022-05-10
872;872;2021-10-11
873;873;2021-12-13
874;874;2022-01-12
875;875;2022-02-24
876;876;2022-04-12
877;877;2021-08-10
878;878;2022-05-21
879;879;2021-09-19
880;880;2022-01-20
881;881;2021-11-14
882;882;2021-12-15
883;883;2021-06-17
884;884;2022-04-18
885;885;2021-11-15
886;886;2022-02-10
887;887;2022-02-02
888;888;2022-06-06
889;889;2022-06-13
890;890;2022-03-19
891;891;2021-07-09
892;892;2021-08-25
893;893;2021-08-12
894;894;2022-01-24
895;895;2021-10-09
896;896;2021-11-01
897;897;2021-08-04
898;898;2021-08-30
899;899;2021-11-08
900;900;2021-06-26
901;901;2022-03-01
902;902;2021-10-14
903;903;2022-01-15
904;904;2021-08-12
905;905;2021-11-08
906;906;2021-11-12
907;907;2021-08-28
908;908;2021-12-17
909;909;2022-03-03
910;910;2021-12-31
911;911;2021-09-05
912;912;2021-10-06
913;913;2022-02-12
914;914;2021-12-26
915;915;2021-11-14
916;916;2021-11-02
917;917;2021-06-26
918;918;2021-07-10
919;919;2021-11-12
920;920;2022-03-11
921;921;2021-12-18
922;922;2021-06-27
923;923;2021-06-20
924;924;2021-10-19
925;925;2021-08-18
926;926;2022-04-19
927;927;2021-06-22
928;928;2022-04-20
929;929;2022-01-04
930;930;2022-03-22
931;931;2021-12-03
932;932;2022-02-12
933;933;2021-12-26
934;934;2021-11-14
935;935;2022-01-05
936;936;2021-09-03
937;937;2021-07-14
938;938;2021-07-14
939;939;2021-08-30
940;940;2022-03-01
941;941;2022-05-16
942;942;2022-04-10
943;943;2021-10-25
944;944;2022-05-02
945;945;2022-04-10
946;946;2022-02-11
947;947;2022-05-23
948;948;2022-02-01
949;949;2022-03-20
950;950;2022-04-12
951;951;2021-11-20
952;952;2021-08-09
953;953;2021-09-02
954;954;2021-11-24
955;955;2022-06-06
956;956;2022-01-07
957;957;2022-04-30
958;958;2022-01-21
959;959;2022-03-02
960;960;2022-01-25
961;961;2022-05-17
962;962;2022-05-12
963;963;2022-04-28
964;964;2021-08-08
965;965;2021-09-26
966;966;2022-06-09
967;967;2022-06-04
968;968;2021-10-12
969;969;2022-05-28
970;970;2022-06-09
971;971;2022-03-03
972;972;2022-02-18
973;973;2021-09-13
974;974;2022-06-05
975;975;2021-09-17
976;976;2021-08-08
977;977;2022-02-10
978;978;2021-06-23
979;979;2021-10-11
980;980;2021-09-21
981;981;2022-01-31
982;982;2022-02-24
983;983;2022-06-04
984;984;2021-09-25
985;985;2022-03-28
986;986;2021-12-17
987;987;2021-09-02
988;988;2022-03-19
989;989;2021-11-16
990;990;2021-11-22
991;991;2022-03-26
992;992;2022-02-18
993;993;2022-01-12
994;994;2021-07-29
995;995;2022-06-09
996;996;2021-11-09
997;997;2021-09-18
998;998;2022-01-29
999;999;2021-11-02
1000;1000;2022-01-23
1001;1001;2021-11-22
1002;1002;2022-02-22
1003;1003;2021-12-26
1004;1004;2021-07-16
1005;1005;2021-07-27
1006;1006;2021-06-30
1007;1007;2022-04-29
1008;1008;2021-10-05
1009;1009;2022-02-26
1010;1010;2021-11-30
1011;1011;2022-02-08
1012;1012;2021-10-28
1013;1013;2022-02-17
1014;1014;2021-10-29
1015;1015;2022-05-15
1016;1016;2022-01-05
1017;1017;2021-09-23
1018;1018;2022-06-11
1019;1019;2021-09-21
1020;1020;2022-05-27
1021;1021;2021-08-12
1022;1022;2022-04-27
1023;1023;2022-04-29
1024;1024;2021-09-27
1025;1025;2021-09-04
1026;1026;2021-08-08
1027;1027;2022-06-11
1028;1028;2021-12-26
1029;1029;2021-10-09
1030;1030;2021-11-14
1031;1031;2021-10-18
1032;1032;2021-07-15
1033;1033;2021-07-17
1034;1034;2021-06-16
1035;1035;2021-06-20
1036;1036;2022-02-26
1037;1037;2021-07-23
1038;1038;2021-06-18
1039;1039;2022-02-18
1040;1040;2021-10-11
1041;1041;2021-11-08
1042;1042;2022-02-01
1043;1043;2022-03-04
1044;1044;2021-06-21
1045;1045;2021-07-18
1046;1046;2022-04-15
1047;1047;2022-05-02
1048;1048;2022-01-31
1049;1049;2021-08-24
1050;1050;2021-07-01
1051;1051;2022-03-01
1052;1052;2021-11-23
1053;1053;2022-05-30
1054;1054;2022-05-18
1055;1055;2021-08-04
1056;1056;2022-03-14
1057;1057;2022-04-06
1058;1058;2022-03-26
1059;1059;2021-08-05
1060;1060;2021-07-14
1061;1061;2021-06-17
1062;1062;2021-09-11
1063;1063;2021-11-05
1064;1064;2021-12-19
1065;1065;2021-10-17
1066;1066;2021-08-28
1067;1067;2022-03-07
1068;1068;2022-03-21
1069;1069;2022-05-16
1070;1070;2022-04-22
1071;1071;2022-05-27
1072;1072;2021-12-26
1073;1073;2021-07-11
1074;1074;2022-01-09
1075;1075;2021-06-15
1076;1076;2022-02-20
1077;1077;2022-02-28
1078;1078;2021-10-04
1079;1079;2022-05-05
1080;1080;2022-03-31
1081;1081;2022-01-25
1082;1082;2022-04-15
1083;1083;2021-12-08
1084;1084;2021-11-21
1085;1085;2021-10-03
1086;1086;2021-11-26
1087;1087;2021-10-07
1088;1088;2022-02-15
1089;1089;2022-06-06
1090;1090;2022-01-18
1091;1091;2022-04-05
1092;1092;2022-02-15
1093;1093;2022-05-14
1094;1094;2022-01-23
1095;1095;2022-01-11
1096;1096;2021-07-15
1097;1097;2021-06-30
1098;1098;2021-11-25
1099;1099;2021-06-21
1100;1100;2022-01-17
1101;1101;2021-11-13
1102;1102;2021-07-24
1103;1103;2021-11-13
1104;1104;2021-12-21
1105;1105;2022-05-21
1106;1106;2021-07-25
1107;1107;2021-11-19
1108;1108;2021-11-26
1109;1109;2022-05-20
1110;1110;2021-07-02
1111;1111;2021-10-10
1112;1112;2021-10-29
1113;1113;2021-10-22
1114;1114;2021-10-23
1115;1115;2022-02-05
1116;1116;2021-08-18
1117;1117;2021-08-19
1118;1118;2021-12-01
1119;1119;2022-03-13
1120;1120;2021-10-01
1121;1121;2021-10-18
1122;1122;2021-09-17
1123;1123;2022-03-13
1124;1124;2021-12-01
1125;1125;2022-06-11
1126;1126;2022-03-08
1127;1127;2021-08-22
1128;1128;2021-07-27
1129;1129;2021-07-29
1130;1130;2021-08-25
1131;1131;2022-04-17
1132;1132;2021-11-16
1133;1133;2022-04-27
1134;1134;2021-08-08
1135;1135;2021-06-22
1136;1136;2022-06-14
1137;1137;2022-03-01
1138;1138;2021-07-10
1139;1139;2021-08-10
1140;1140;2021-09-13
1141;1141;2022-03-14
1142;1142;2022-01-08
1143;1143;2021-07-19
1144;1144;2021-11-02
1145;1145;2021-09-05
1146;1146;2021-08-18
1147;1147;2022-01-24
1148;1148;2021-07-28
1149;1149;2021-07-01
1150;1150;2022-03-18
1151;1151;2021-09-12
1152;1152;2021-10-19
1153;1153;2021-12-19
1154;1154;2022-03-23
1155;1155;2022-05-26
1156;1156;2021-07-14
1157;1157;2022-06-09
1158;1158;2022-04-27
1159;1159;2022-03-18
1160;1160;2022-04-19
1161;1161;2022-05-24
1162;1162;2022-04-01
1163;1163;2022-04-18
1164;1164;2022-01-14
1165;1165;2022-04-08
1166;1166;2022-04-01
1167;1167;2022-04-02
1168;1168;2021-08-27
1169;1169;2022-04-25
1170;1170;2022-01-12
1171;1171;2021-08-13
1172;1172;2021-12-11
1173;1173;2022-01-16
1174;1174;2022-01-28
1175;1175;2022-05-04
1176;1176;2021-06-16
1177;1177;2021-11-29
1178;1178;2022-04-02
1179;1179;2022-03-23
1180;1180;2021-12-20
1181;1181;2022-03-06
1182;1182;2021-07-18
1183;1183;2021-12-11
1184;1184;2022-02-22
1185;1185;2022-03-05
1186;1186;2022-04-06
1187;1187;2021-10-28
1188;1188;2022-03-16
1189;1189;2021-06-23
1190;1190;2021-10-21
1191;1191;2022-02-11
1192;1192;2022-01-14
1193;1193;2021-07-06
1194;1194;2022-01-31
1195;1195;2021-12-01
1196;1196;2022-01-25
1197;1197;2022-01-26
1198;1198;2022-04-08
1199;1199;2022-04-19
1200;1200;2021-07-11
1201;1201;2022-01-05
1202;1202;2022-03-05
1203;1203;2021-06-30
1204;1204;2022-05-05
1205;1205;2022-03-12
1206;1206;2021-10-15
1207;1207;2022-03-06
1208;1208;2022-05-07
1209;1209;2022-04-04
1210;1210;2021-10-26
1211;1211;2021-11-26
1212;1212;2022-06-05
1213;1213;2021-08-15
1214;1214;2021-12-19
1215;1215;2021-07-25
1216;1216;2021-11-14
1217;1217;2021-11-28
1218;1218;2021-12-10
1219;1219;2021-10-11
1220;1220;2021-08-31
1221;1221;2021-07-02
1222;1222;2022-05-08
1223;1223;2021-11-04
1224;1224;2021-08-27
1225;1225;2021-12-11
1226;1226;2022-05-26
1227;1227;2022-04-09
